Biosciences,Biotechnology Professional,0,q,164,164,7728,2411262,0.021221532091097308,0.0,0.0016394456131821747
Biosciences,Scientist,1,0.015929483147659275,126,1027,7728,2411262,0.016304347826086956,0.0003748646784276819,0.0014406711087171387
Biosciences,Independent Biotechnology Professional,0,0.009186954546386966,71,72,7728,2411262,0.009187370600414078,4.1605402711174463e-07,0.0010853201338348946
Biosciences,Research Associate,1,0.008850796459459822,73,1504,7728,2411262,0.009446169772256728,0.0005953733127969066,0.001100468843740367
Biosciences,Research Scientist,1,0.008821236273066172,70,639,7728,2411262,0.009057971014492754,0.0002367347414265827,0.0010777659034820425
Biosciences,Researcher,1,0.007029250877358452,64,3074,7728,2411262,0.008281573498964804,0.0012523226216063514,0.0010311536074878564
Biosciences,Research Assistant,1,0.005603318407123771,47,1197,7728,2411262,0.006081780538302277,0.0004784621311785063,0.0008845296011062497
Biosciences,Research Fellow,1,0.003795059419931687,34,1487,7728,2411262,0.004399585921325052,0.000604526501393365,0.0007530280576411428
Biosciences,Laboratory Technician,1,0.0032383248637395928,26,329,7728,2411262,0.0033643892339544515,0.0001260643702148586,0.0006587399547206942
Biosciences,Postdoctoral Researcher,1,0.0031193266284960616,25,303,7728,2411262,0.0032349896480331265,0.00011566301953706501,0.0006459878097144098
Biosciences,Microbiologist,1,0.0029304245332081843,23,133,7728,2411262,0.002976190476190476,4.576594298229191e-05,0.0006196698084476542
Biosciences,Principal Scientist,1,0.0027856309482837244,22,169,7728,2411262,0.002846790890269151,6.115994198542646e-05,0.0006060943195474211
Biosciences,Nanotechnology Professional,0,0.002716975250320714,21,22,7728,2411262,0.002717391304347826,4.1605402711174463e-07,0.0005921773114883103
Biosciences,Postdoctoral Fellow,1,0.002027955863975803,16,118,7728,2411262,0.002070393374741201,4.2437510765397954e-05,0.0005170793226300244
Biosciences,Postdoctoral Research Associate,1,0.001973036732397053,16,250,7728,2411262,0.002070393374741201,9.735664234414824e-05,0.0005171014136735477
Biosciences,Biomedical Scientist,1,0.001826592498343291,17,914,7728,2411262,0.002199792960662526,0.00037320046231923494,0.000533086611826223
Biosciences,Scientist II,0,0.0016772019686518847,13,25,7728,2411262,0.0016821946169772257,4.992648325340935e-06,0.00046616648515436445
Biosciences,Independent Nanotechnology Professional,0,0.0015527950310559005,12,12,7728,2411262,0.0015527950310559005,0.0,0.0004479051566214475
Biosciences,Post-doc,1,0.0015199267629140726,12,91,7728,2411262,0.0015527950310559005,3.2868268141827824e-05,0.00044792042134059396
Biosciences,Scientific Officer,1,0.0014962116833687033,12,148,7728,2411262,0.0015527950310559005,5.658334768719727e-05,0.00044793143417903397
Biosciences,Postdoctoral Research Fellow,1,0.0014708323877148867,12,209,7728,2411262,0.0015527950310559005,8.19626433410137e-05,0.0004479432189696806
Biosciences,Research Technician,1,0.0014529420645490818,12,252,7728,2411262,0.0015527950310559005,9.985296650681872e-05,0.0004479515257353223
Biosciences,Application Specialist,1,0.0012532225645562995,10,108,7728,2411262,0.0012939958592132505,4.077329465695097e-05,0.00040895332451211194
#  sector_fraction = (titlec - sectortitlec)/titlec
#                       6           5           6